State,District,Date,Year,Month,Avg_rainfall,Agency_name,source_file
Tamil Nadu,Ranipet,2021-03-28,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-03-30,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-04-07,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-04-10,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-04-12,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-04-20,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-05-07,2021,5,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-05-17,2021,5,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-05-24,2021,5,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-06-07,2021,6,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-06-11,2021,6,1.491595671,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-06-19,2021,6,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-06-20,2021,6,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-04,2021,7,0.263907719,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-08,2021,7,4.199321444,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-15,2021,7,23.23724383,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-16,2021,7,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-17,2021,7,35.97022286,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-26,2021,7,6.950671199,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-28,2021,7,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-29,2021,7,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-07-31,2021,7,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-08-02,2021,8,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-08-05,2021,8,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-08-08,2021,8,6.468033978,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-08-12,2021,8,0.13284517,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-08-14,2021,8,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-08-16,2021,8,0.007814422,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-02,2021,9,8.880737028,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-04,2021,9,11.57859241,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-17,2021,9,2.02566822,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-22,2021,9,36.05704846,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-23,2021,9,7.148490074,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-27,2021,9,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-09-29,2021,9,0.014392405,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-04,2021,10,0.841504398,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-05,2021,10,2.402456905,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-07,2021,10,0.193744311,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-10,2021,10,0.054700952,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-13,2021,10,9.533048373,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-21,2021,10,8.347181659,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-10-22,2021,10,11.60731811,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-03,2021,11,23.17040455,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-11,2021,11,59.46262364,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-13,2021,11,0.574150418,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-17,2021,11,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-21,2021,11,2.30071838,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-24,2021,11,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-11-29,2021,11,56.36307106,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-03,2021,12,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-05,2021,12,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-06,2021,12,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-10,2021,12,0.041999208,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-20,2021,12,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-24,2021,12,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-25,2021,12,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-29,2021,12,0.031257687,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-12-31,2021,12,47.51235533,IMD GRID MODEL,2021.csv
Tamil Nadu,Ranipet,2021-05-28,2021,5,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-01-07,2021,1,33.4991248,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-01-09,2021,1,4.183444981,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-01-21,2021,1,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-01-22,2021,1,0.090371913,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-01-31,2021,1,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-02-11,2021,2,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-02-17,2021,2,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-02-28,2021,2,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-09,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-14,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-21,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-23,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-26,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-27,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-03-30,2021,3,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-02,2021,4,0.008855394,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-09,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-11,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-16,2021,4,5.139417631,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-18,2021,4,0.724714337,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-25,2021,4,1.707861918,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-04-26,2021,4,0.0,IMD GRID MODEL,2021.csv
Tamil Nadu,Salem,2021-06-18,2021,6,0.161912728,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-05,2021,7,45.04144232,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-10,2021,7,0.954331959,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-12,2021,7,0.065423951,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-13,2021,7,0.232247995,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-14,2021,7,1.344942272,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-17,2021,7,4.264111952,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-19,2021,7,2.592110188,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-20,2021,7,0.02917161,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-27,2021,7,5.386468164,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-07-29,2021,7,0.001682301,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-08-05,2021,8,0.026158532,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-08-10,2021,8,2.759411302,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-08-17,2021,8,0.093847313,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-08-25,2021,8,0.112879918,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-06,2021,9,16.05389657,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-07,2021,9,4.436570451,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-08,2021,9,1.927520759,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-09,2021,9,2.504364356,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-13,2021,9,5.857718468,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-14,2021,9,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-19,2021,9,0.202067004,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-21,2021,9,4.92288112,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-24,2021,9,21.5068282,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-26,2021,9,2.423900128,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-27,2021,9,9.150273704,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-09-29,2021,9,4.114793887,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-10-09,2021,10,10.20520729,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-10-11,2021,10,33.45629587,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-10-19,2021,10,0.584612314,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-10-25,2021,10,6.517160556,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-10-26,2021,10,2.31840225,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-02,2021,11,14.47315087,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-03,2021,11,22.76412507,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-05,2021,11,20.87932473,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-06,2021,11,14.36385652,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-08,2021,11,9.446785614,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-13,2021,11,1.53921545,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-19,2021,11,57.6627308,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-11-22,2021,11,2.271930555,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-02,2021,12,0.955778236,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-05,2021,12,0.784344184,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-08,2021,12,0.005036861,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-19,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-23,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-26,2021,12,0.013729589,NRSC VIC MODEL,2021.csv
Tamil Nadu,Salem,2021-12-29,2021,12,0.026203729,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-01-03,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-01-13,2021,1,52.00431149,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-01-17,2021,1,12.76100944,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-01-26,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-01-27,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-01-31,2021,1,0.433019723,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-02-06,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-02-18,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-02-21,2021,2,1.609126998,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-02-22,2021,2,0.00026452,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-02-23,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-02-26,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-02,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-06,2021,3,0.011646042,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-11,2021,3,6.771698099,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-16,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-18,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-22,2021,3,0.009201017,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-03-31,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-04-07,2021,4,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-04-15,2021,4,0.546813494,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-04-20,2021,4,0.753125025,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-04-23,2021,4,3.57e-05,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-04-24,2021,4,0.137700686,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-01,2021,5,1.404731451,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-07,2021,5,1.141819725,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-10,2021,5,6.792809678,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-12,2021,5,0.268938499,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-13,2021,5,0.671895847,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-17,2021,5,0.002487921,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-05-25,2021,5,0.040407262,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-06-03,2021,6,1.976402703,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-06-05,2021,6,40.9440598,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-06-10,2021,6,0.024607537,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-06-22,2021,6,0.096228194,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-06-24,2021,6,10.01095644,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-06-29,2021,6,0.032078448,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-06,2021,7,4.990947475,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-07,2021,7,5.092752042,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-16,2021,7,0.125275382,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-20,2021,7,0.568768678,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-21,2021,7,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-25,2021,7,0.001458436,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-07-27,2021,7,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-08-03,2021,8,0.891454841,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-08-08,2021,8,6.40400774,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-08-23,2021,8,3.164005887,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-08-29,2021,8,0.89796061,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-08-31,2021,8,0.008471799,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-09-02,2021,9,26.93970481,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-09-13,2021,9,0.023127653,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-09-28,2021,9,0.023785379,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-01,2021,10,73.00220372,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-06,2021,10,54.5693572,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-08,2021,10,0.064607295,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-11,2021,10,5.60702239,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-15,2021,10,8.172054241,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-27,2021,10,2.18417982,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-10-30,2021,10,10.30811996,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-11-03,2021,11,43.46515268,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-11-05,2021,11,5.55867237,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-11-24,2021,11,16.54575874,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-11-30,2021,11,50.30277353,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-02,2021,12,7.069719532,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-08,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-15,2021,12,2.096537812,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-22,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-28,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-29,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-30,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Sivaganga,2021-12-31,2021,12,10.02344608,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-01-04,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-01-05,2021,1,10.85030442,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-01-18,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-01-27,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-01-28,2021,1,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-02-01,2021,2,0.692794041,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-02-04,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-02-06,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-02-11,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-02-17,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-02-26,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-03,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-15,2021,3,0.05239046,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-19,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-20,2021,3,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-24,2021,3,0.496302767,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-26,2021,3,0.269017761,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-28,2021,3,3.649760496,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-03-31,2021,3,0.009597344,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-04-07,2021,4,1.189259108,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-04-11,2021,4,4.611648038,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-04-17,2021,4,16.76944824,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-04-20,2021,4,3.579235709,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-05,2021,5,21.23664922,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-10,2021,5,1.358310852,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-14,2021,5,6.836587117,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-16,2021,5,17.97219989,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-21,2021,5,1.285589605,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-24,2021,5,0.642524302,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-05-29,2021,5,0.095886876,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-06-16,2021,6,4.167183911,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-06-18,2021,6,1.554152926,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-06-20,2021,6,0.136137291,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-06-24,2021,6,4.341245316,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-11,2021,7,7.13805407,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-13,2021,7,0.973183627,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-14,2021,7,1.026721007,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-17,2021,7,8.964211079,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-18,2021,7,3.477938831,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-26,2021,7,0.156111019,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-07-27,2021,7,0.093939275,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-05,2021,8,0.380572003,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-09,2021,8,2.056352595,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-14,2021,8,4.284223895,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-18,2021,8,0.704371445,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-21,2021,8,5.798061485,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-27,2021,8,3.956918771,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-08-29,2021,8,6.656152729,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-09-01,2021,9,0.799760601,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-09-04,2021,9,0.912894564,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-09-14,2021,9,1.225668422,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-09-16,2021,9,4.585593468,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-09-20,2021,9,6.651078147,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-09-29,2021,9,1.384819862,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-10-13,2021,10,0.446097948,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-10-14,2021,10,4.303396942,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-10-16,2021,10,3.932227522,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-10-24,2021,10,5.209161123,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-11-10,2021,11,7.022388227,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-11-14,2021,11,13.32593866,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-11-29,2021,11,22.36559763,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-11-30,2021,11,58.1137009,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-02,2021,12,0.681335657,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-03,2021,12,6.868538589,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-04,2021,12,4.707989354,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-12,2021,12,0.355253194,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-14,2021,12,0.680729737,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-21,2021,12,0.00019476,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-28,2021,12,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Tenkasi,2021-12-29,2021,12,0.001731201,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-01-01,2021,1,0.868084483,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-01-06,2021,1,0.071153163,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-01-14,2021,1,31.68905376,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-01-20,2021,1,0.015827484,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-01-23,2021,1,0.078943268,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-02-04,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-02-06,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-02-08,2021,2,0.0,NRSC VIC MODEL,2021.csv
Tamil Nadu,Thanjavur,2021-02-15,2021,2,0.0,NRSC VIC MODEL,2021.csv
